2,CARD,168000,true,9798-5534-4633-9518
4,CARD,75000,true,7306-3342-3106-1717
6,CARD,235000,true,5648-7717-8460-6965
8,CARD,483000,true,5413-3682-9701-2216
10,CARD,1175000,true,3648-9981-9223-8235
12,CARD,159000,true,1225-3763-8422-4681
14,CARD,112000,true,7827-9719-2154-4995
16,CARD,679000,true,9395-8153-6916-4617
18,CARD,435000,true,4208-2054-3741-4175
20,CARD,247000,true,8794-2932-1433-6214
22,CARD,429000,true,1296-6080-3715-5949
24,CARD,1108000,true,1138-6046-4442-1381
26,CARD,194000,true,1548-5724-5769-1382
28,CARD,530000,true,8299-6068-3013-9281
30,CARD,591000,true,8362-4828-8575-7739
32,CARD,120000,true,8398-6059-7345-3883
34,CARD,728000,true,7912-1562-1269-3761
36,CARD,654000,true,6664-5484-3833-4338
38,CARD,458000,true,2807-9612-9263-7612
40,CARD,525000,true,6173-1922-2657-3450
42,CARD,1218000,true,2096-4049-3785-8092
44,CARD,99000,true,7974-9072-8663-4447
46,CARD,110000,true,6802-9522-6364-4092
48,CARD,635000,true,8370-1221-7858-4480
50,CARD,335000,true,1417-4508-7478-9080
52,CARD,442000,true,7585-5489-9510-1854
54,CARD,95000,true,8192-9131-6021-4012
56,CARD,442000,true,2611-8807-4942-1964
58,CARD,437000,true,2256-6494-4269-5097
60,CARD,979000,true,1261-8147-3024-1438
62,CARD,130000,true,9686-4639-8420-5713
64,CARD,1353000,true,4931-8243-4028-3636
66,CARD,224000,true,4208-4873-5853-3184
68,CARD,242000,true,1191-6904-4261-8245
70,CARD,130000,true,1336-1298-4673-8699
72,CARD,228000,true,3760-9395-7421-1886
74,CARD,635000,true,9711-5208-4791-8258
76,CARD,350000,true,5971-3434-8645-7507
78,CARD,675000,true,9035-4982-4556-9183
80,CARD,812000,true,3782-3410-4754-7290
82,CARD,150000,true,9825-5102-9715-1965
84,CARD,192000,true,7479-6324-3000-2821
86,CARD,1116000,true,5114-4733-7687-8515
88,CARD,157000,true,8920-8562-7315-9197
90,CARD,150000,true,8978-6555-1499-9985
92,CARD,207000,true,1302-7792-7656-4273
94,CARD,599000,true,8476-5162-6232-8752
96,CARD,450000,true,6829-5349-2313-2239
98,CARD,158000,true,7239-2733-8439-3228
100,CARD,849000,true,1053-6545-1141-2511
102,CARD,599000,true,7339-6928-1634-1170
104,CARD,377000,true,1656-8391-9867-6645
106,CARD,539000,true,6684-8700-6991-2836
108,CARD,49000,true,7904-1266-3832-1597
110,CARD,530000,true,8221-4233-2196-4065
112,CARD,1298000,true,8173-6233-6507-1015
114,CARD,588000,true,5958-4867-4955-1007
116,CARD,696000,true,8701-2308-2656-2154
118,CARD,158000,true,5167-6103-8903-4739
120,CARD,75000,true,8498-7126-8585-6722
122,CARD,340000,true,4066-9397-8861-7189
124,CARD,1300000,true,8015-3555-5926-8659
126,CARD,445,true,6604-9029-1852-7079
128,CARD,325000,true,8450-2337-1046-7533
130,CARD,99000,true,2371-6380-3749-9020
132,CARD,235000,true,4419-7552-3043-7480
134,CARD,842000,true,3329-8206-9826-6283
136,CARD,540000,true,5779-6155-7618-7687
138,CARD,49000,true,5207-3226-6058-6154
140,CARD,233000,true,9534-1927-9616-5903
142,CARD,915000,true,3866-6179-9123-1597
144,CARD,248000,true,9921-2729-4781-2534
146,CARD,954000,true,4874-2859-7559-1118
148,CARD,380000,true,7412-4026-3452-5166
150,CARD,1191000,true,1125-9264-5735-2044
152,CARD,854000,true,4968-1203-7905-5113
154,CARD,575000,true,8624-9553-7634-5798
156,CARD,612000,true,5753-5619-6609-9412
158,CARD,239000,true,5054-2303-4639-5767
160,CARD,396000,true,4492-6022-1173-5454
162,CARD,89000,true,9238-3294-5861-9113
164,CARD,193000,true,4002-2349-2478-3887
166,CARD,308000,true,1536-2771-2194-9596
168,CARD,519000,true,6779-3274-9002-9179
170,CARD,119000,true,6000-8405-2353-8958
172,CARD,110000,true,2795-1730-7701-4335
174,CARD,351000,true,5562-9045-6634-8321
176,CARD,602000,true,6025-6067-1744-7832
178,CARD,510000,true,4707-8648-7005-6314
180,CARD,218000,true,2650-1133-4286-3432
182,CARD,749000,true,1150-9473-6102-8493
184,CARD,354000,true,4073-3563-1145-7898
186,CARD,380000,true,1324-5025-2922-5316
188,CARD,1079000,true,3594-3201-7249-4091
190,CARD,258000,true,4898-2073-4656-5647
192,CARD,731000,true,7810-2252-8988-4337
194,CARD,535000,true,2334-9260-1233-9835
196,CARD,607000,true,7104-8799-3351-5709
198,CARD,1686000,true,3266-6200-7032-9061
200,CARD,143000,true,2303-8882-5283-8090
