1,BANKBOOK,1148000,false,123456-12-123456
3,BANKBOOK,417000,false,123456-12-123456
5,BANKBOOK,260000,false,123456-12-123456
7,BANKBOOK,365000,false,123456-12-123456
9,BANKBOOK,529000,false,123456-12-123456
11,BANKBOOK,210000,false,123456-12-123456
13,BANKBOOK,349000,false,123456-12-123456
15,BANKBOOK,195000,false,123456-12-123456
17,BANKBOOK,345000,false,123456-12-123456
19,BANKBOOK,847000,false,123456-12-123456
21,BANKBOOK,1348000,false,123456-12-123456
23,BANKBOOK,578000,false,123456-12-123456
25,BANKBOOK,139000,false,123456-12-123456
27,BANKBOOK,440000,false,123456-12-123456
29,BANKBOOK,105000,false,123456-12-123456
31,BANKBOOK,79000,false,123456-12-123456
33,BANKBOOK,237000,false,123456-12-123456
35,BANKBOOK,246000,false,123456-12-123456
37,BANKBOOK,230000,false,123456-12-123456
39,BANKBOOK,314000,false,123456-12-123456
41,BANKBOOK,366000,false,123456-12-123456
43,BANKBOOK,319000,false,123456-12-123456
45,BANKBOOK,688000,false,123456-12-123456
47,BANKBOOK,318000,false,123456-12-123456
49,BANKBOOK,378000,false,123456-12-123456
51,BANKBOOK,520000,true,123456-12-123456
53,BANKBOOK,780000,true,123456-12-123456
55,BANKBOOK,235000,true,123456-12-123456
57,BANKBOOK,103000,true,123456-12-123456
59,BANKBOOK,79000,true,123456-12-123456
61,BANKBOOK,337000,true,123456-12-123456
63,BANKBOOK,235000,true,123456-12-123456
65,BANKBOOK,99000,true,123456-12-123456
67,BANKBOOK,617000,true,123456-12-123456
69,BANKBOOK,378000,true,123456-12-123456
71,BANKBOOK,235000,true,123456-12-123456
73,BANKBOOK,192000,true,123456-12-123456
75,BANKBOOK,305000,true,123456-12-123456
77,BANKBOOK,223000,true,123456-12-123456
79,BANKBOOK,202000,true,123456-12-123456
81,BANKBOOK,397000,true,123456-12-123456
83,BANKBOOK,681000,true,123456-12-123456
85,BANKBOOK,483000,true,123456-12-123456
87,BANKBOOK,386000,true,123456-12-123456
89,BANKBOOK,235000,true,123456-12-123456
91,BANKBOOK,374000,true,123456-12-123456
93,BANKBOOK,360000,true,123456-12-123456
95,BANKBOOK,394000,true,123456-12-123456
97,BANKBOOK,75000,true,123456-12-123456
99,BANKBOOK,164000,true,123456-12-123456
101,BANKBOOK,423000,true,123456-12-123456
103,BANKBOOK,544000,true,123456-12-123456
105,BANKBOOK,195000,true,123456-12-123456
107,BANKBOOK,270000,true,123456-12-123456
109,BANKBOOK,1985000,true,123456-12-123456
111,BANKBOOK,692000,true,123456-12-123456
113,BANKBOOK,417000,true,123456-12-123456
115,BANKBOOK,303000,true,123456-12-123456
117,BANKBOOK,745000,true,123456-12-123456
119,BANKBOOK,296000,true,123456-12-123456
121,BANKBOOK,813000,true,123456-12-123456
123,BANKBOOK,817000,true,123456-12-123456
125,BANKBOOK,374000,true,123456-12-123456
127,BANKBOOK,332000,true,123456-12-123456
129,BANKBOOK,473000,true,123456-12-123456
131,BANKBOOK,888000,false,123456-12-123456
133,BANKBOOK,157000,false,123456-12-123456
135,BANKBOOK,460000,false,123456-12-123456
137,BANKBOOK,396000,false,123456-12-123456
139,BANKBOOK,657000,false,123456-12-123456
141,BANKBOOK,78000,true,123456-12-123456
143,BANKBOOK,103000,true,123456-12-123456
145,BANKBOOK,616000,true,123456-12-123456
147,BANKBOOK,105000,true,123456-12-123456
149,BANKBOOK,348000,true,123456-12-123456
151,BANKBOOK,432000,true,123456-12-123456
153,BANKBOOK,506000,true,123456-12-123456
155,BANKBOOK,239000,true,123456-12-123456
157,BANKBOOK,1150000,true,123456-12-123456
159,BANKBOOK,350000,true,123456-12-123456
161,BANKBOOK,196000,true,123456-12-123456
163,BANKBOOK,185000,true,123456-12-123456
165,BANKBOOK,1361000,true,123456-12-123456
167,BANKBOOK,670000,true,123456-12-123456
169,BANKBOOK,150000,true,123456-12-123456
171,BANKBOOK,118000,true,123456-12-123456
173,BANKBOOK,288000,true,123456-12-123456
175,BANKBOOK,560000,true,123456-12-123456
177,BANKBOOK,99000,true,123456-12-123456
179,BANKBOOK,376000,true,123456-12-123456
181,BANKBOOK,208000,true,123456-12-123456
183,BANKBOOK,441000,true,123456-12-123456
185,BANKBOOK,109000,true,123456-12-123456
187,BANKBOOK,578000,true,123456-12-123456
189,BANKBOOK,455000,true,123456-12-123456
191,BANKBOOK,552000,true,123456-12-123456
193,BANKBOOK,457000,true,123456-12-123456
195,BANKBOOK,785000,true,123456-12-123456
197,BANKBOOK,1037000,true,123456-12-123456
199,BANKBOOK,372000,true,123456-12-123456
